0,1,"[0.0007847445116717913, 5.075183585514875e-08, 1.2930531086034027e-13, 6.44266962180656e-14, -5.48377467992271e-27, -1.4475755533960315e-17, -2.123048768242454e-27]","[0.0011585184234998197, 8.68160279140376e-09, 2.3453806862095454e-11, 3.3177904618217204e-12, 2.917193759736372e-23, -3.0284131211887217e-16, -2.3585642208647296e-24]"
1,1,"[0.0007749395308698727, 4.823855014820777e-08, 4.838277348176895e-13, 1.8014362165991093e-13, -5.292810065386655e-26, -3.393819598764177e-17, -5.2018408958193806e-27]","[0.0011876762530882764, 4.987530695010883e-10, 8.674138627816763e-12, 6.601632243226354e-12, 4.937400030981299e-23, -2.4552621032066833e-17, -7.605190144261335e-24]"
2,1,"[0.0007686012772768195, 5.2898631704928315e-08, 1.1206270849247624e-14, 2.1221667450748218e-13, -4.682970158074877e-27, -4.8773607580402243e-17, -9.228883769679593e-27]","[0.0010998203567103785, 7.078264796326438e-09, 2.580351808542886e-11, 6.359052296384242e-12, 7.209422697989553e-23, -5.239308350539698e-16, -3.791641372435601e-23]"
3,1,"[0.0008960343370311432, 6.32197977087192e-08, 9.54945131732122e-13, 6.362062831452134e-12, 1.4492838383410205e-23, -1.5991569560245336e-15, 5.9887746763168505e-24]","[0.002226157562851453, 3.3802288721116624e-09, 1.3209943577664732e-09, 4.044738363104777e-10, 2.763792642903763e-19, -7.415226814382444e-15, 1.0500831131097592e-19]"
4,1,"[0.0008896366107695964, 5.856607117658644e-08, 1.2799551637420676e-12, 6.259760089641559e-12, -7.225581842476917e-24, -1.4744685039978348e-15, 1.6178574417551894e-23]","[0.002641651444477547, 4.230976400253246e-08, 1.5735579105757499e-09, 5.568949595728651e-10, 4.75906138976384e-19, 7.918475310985893e-14, 2.128004257981506e-19]"
5,1,"[0.0008791078433361163, 5.0692376609698725e-08, 2.719416629662759e-13, 4.276053813022123e-12, 2.5683630057648744e-24, -9.622430953195191e-16, 3.829564775423138e-24]","[0.0022398749740838476, 5.975904665415572e-09, 1.321097850677106e-09, 3.355842215177428e-10, 2.1714311688263103e-19, 1.7383811964417084e-14, 5.2690983430049845e-20]"
6,1,"[0.001021922672057648, 2.0238579179541567e-07, 4.726441984578805e-13, 1.9108280901877578e-12, -3.9784090884195097e-25, -4.597242798826022e-16, -1.771815956618841e-24]","[0.0015635813911205575, 3.4578097334912533e-07, 3.184077023434156e-11, 2.9616479865563635e-12, 2.856689618074998e-23, -1.735490363675086e-15, -3.328917383389649e-24]"
7,1,"[0.0010167538991097862, 2.3025566945108857e-07, 3.7517501839116747e-11, 1.9258160693785134e-12, 1.0141282406587113e-23, 8.677325628222715e-16, 1.2849885236339164e-23]","[0.0015766415368823955, 2.950086096430453e-07, 2.065379436077658e-10, 6.089541943236308e-13, -3.947257024704697e-24, -4.675926282151597e-17, -5.5730283437638525e-24]"
8,1,"[0.0010107388721487193, 1.816456046951308e-07, 1.2266605664645307e-12, 1.3180881383145108e-12, 1.1136757185144798e-24, -4.490805242474269e-16, -1.252503626058812e-24]","[0.0016366312516566343, 3.365489297448279e-07, 8.286207501127191e-11, 2.0475714097142717e-12, 2.5435294829437455e-23, -1.1748702788080535e-15, 8.02364050307657e-24]"
9,2,"[0.0008840019342557573, 3.4382786059190276e-09, 7.737776975201592e-13, 3.3841223215834445e-11, 1.4549563318226935e-22, -6.062161121125963e-16, -9.391216453138341e-23]","[0.0016359389874730879, 1.5574316013525366e-07, 1.420331538204256e-10, 2.2742094072717665e-10, 3.319693399420915e-20, 8.398188098547035e-14, -2.384526552589917e-20]"
10,2,"[0.0007903165652192193, 2.188362630539045e-09, 1.0702891843734381e-11, 1.9294525937476087e-11, -2.7652803697711924e-22, -5.923047364171366e-16, 2.0260607001885815e-23]","[0.0014455016119021892, 7.386759883224781e-08, 2.2055322487540961e-10, 1.66214979732001e-10, 3.1561055758419083e-20, 4.226814057716894e-14, -4.086591709177992e-21]"
11,2,"[0.0008217118307197957, 4.031594283403797e-09, 8.297983442399254e-12, 2.3130391212821673e-11, -3.1031538493897987e-22, 1.1189936315851182e-15, 7.995491367237153e-23]","[0.0014037059500981892, 4.2777959709416395e-08, 2.3535889084650357e-10, 1.815561951219602e-10, 2.9416054732674e-20, 1.8862602690056588e-14, -2.3307044997548113e-20]"
12,2,"[0.0014237945697243475, 3.3640061140811224e-07, 4.427295510946976e-10, 2.6852428381704883e-10, -7.139901646085048e-20, -1.013725751197878e-13, 5.894335917444178e-20]","[0.0029735774444601135, 9.353220138352328e-07, 7.318709547858133e-09, 9.471199988697373e-09, 6.925152708053782e-17, 3.425863684219444e-12, 3.771218683948669e-17]"
13,2,"[0.0010872430992518863, 5.355505299754936e-07, 1.1714162598492336e-10, 3.162023731188227e-11, 1.7856820204876334e-21, 1.7015332871359288e-14, 7.1748929820078995e-22]","[0.0028476137100273856, 5.180664769890034e-06, 1.6650282025475003e-08, 1.1777399374987245e-08, 1.6445027824951473e-16, 2.6779612631828142e-11, -1.249648625863318e-17]"
14,2,"[0.0011405823767482145, 4.7321672932320765e-07, 3.239894983416977e-10, 3.2200927381950416e-11, -1.6011258312509096e-21, -1.1042668276160687e-15, 2.8729992052818417e-21]","[0.0020241655749086056, 2.038525686229883e-06, 6.598660269256786e-09, 3.8685188276136565e-09, 1.9207350984672604e-17, 5.471681909592563e-12, 3.619533508757322e-18]"
15,2,"[0.0008751496584451786, 7.824221832707605e-08, 2.1134925831892752e-10, 4.05997578095119e-11, 2.6669939269844667e-22, -9.986540746258948e-15, -3.7513774334890745e-21]","[0.001424618586291013, 3.3239316364364727e-07, 1.736005175607411e-09, 2.0057411196180303e-10, 2.971906140670599e-20, -7.762941201417449e-14, -1.145633527792954e-19]"
16,2,"[0.0008993121370636046, 1.3939935289246962e-07, 2.2929979130064672e-10, 3.0731095213547705e-11, 2.8865043533983757e-22, -9.811198264679564e-15, -2.563498256565966e-21]","[0.0014086878688195862, 4.003012699264633e-07, 1.4721587391773705e-09, 1.725406150238047e-10, 2.0597356252454806e-20, -8.528966919277512e-14, -8.448437434732788e-20]"
17,2,"[0.0008952745631721085, 7.918592116591635e-08, 1.630705039956249e-10, 5.472135573960003e-11, -6.759462717874811e-22, -1.4181037327491623e-14, -5.124810384223093e-21]","[0.001348793837085406, 2.2539504505507572e-07, 9.151386983016009e-10, 2.4933997889350805e-10, -3.142184446223798e-20, -1.1117533282564695e-13, -1.1488584137228785e-19]"
18,3,"[0.0009308296357241158, 4.2063008963095413e-07, 1.310302918265344e-12, 7.188693164685296e-14, 2.065074866087752e-26, 4.454986784696841e-17, 7.766212205631658e-27]","[0.0012809987716701934, 7.66288333101824e-07, 2.4390686208003665e-12, 5.399460395748901e-12, 1.8796926455788004e-23, 4.5597594701683586e-15, -5.5340702395747775e-24]"
19,3,"[0.0009684820484357518, 2.8538558833789116e-07, 1.715082870495976e-13, 1.7091642376030916e-14, 9.24006634189194e-28, 8.435045971648622e-18, 5.0324496031992314e-29]","[0.0013250594658591915, 7.17244306955557e-07, 3.8232871589900845e-11, 1.2453284955922049e-11, 2.7129949790209615e-22, 1.0536806443209387e-14, -1.536468753640723e-23]"
20,3,"[0.0009257460994164314, 2.77944765318547e-07, 8.932986264818215e-12, 9.430391226025716e-13, 1.845169784595234e-25, 1.0665198178096417e-16, 2.730887576622882e-24]","[0.0013534621984309003, 8.19678185361502e-07, 1.4945843657621132e-11, 1.4289624671915644e-11, 2.0855179512069756e-22, 1.2842646508832988e-14, 1.0762379641021682e-23]"
21,3,"[0.0010995784471601146, 6.85724584146135e-08, 6.177551337060954e-12, 2.5224471887387854e-12, 8.026220592346289e-24, 6.533101193316016e-16, 5.8930022330349865e-24]","[0.002098134319049277, 1.1281013453856263e-06, 1.4597009723091196e-09, 7.192743435099567e-10, 7.331849298915888e-19, 7.607371626337844e-13, 7.499769631579917e-20]"
22,3,"[0.001246297372642576, 1.3431916914479129e-07, 8.970122877966906e-12, 2.1351730547358928e-12, 4.9516138231641524e-24, 4.788751011532831e-16, -7.924536873404084e-24]","[0.0021527101863770114, 1.0693314318042407e-06, 1.3696392193338558e-09, 5.959158708627486e-10, 5.22727112003159e-19, 5.97330629066081e-13, 1.2883392662830784e-19]"
23,3,"[0.0010816826488276462, 3.1068925779658336e-08, 8.531374958500382e-12, 4.261963702846762e-13, 3.1430044622882812e-25, 5.025668857137731e-17, -7.494517266062802e-25]","[0.002220864621051302, 9.518131758169448e-07, 2.0380673403048776e-09, 7.517976137882448e-10, 9.102483723008322e-19, 7.244244978902593e-13, 1.9353245901587673e-19]"
24,3,"[0.0009875689016530498, 5.4097787335633034e-08, 1.532558756482042e-11, 8.200489232774537e-12, -8.9198904970683e-23, 1.897012734585813e-15, -2.2250987817078245e-23]","[0.001425103299980341, 3.169150905897947e-07, 3.0887057067067045e-11, 4.201772748808877e-11, -1.121642303198818e-21, 2.3407493154235558e-14, -1.0164534840004976e-21]"
25,3,"[0.0010862843030505383, 7.748983358924513e-08, 4.311054310684496e-11, 5.955552335399344e-12, 5.604567788441796e-23, -8.901196660143207e-18, 7.723563269414568e-23]","[0.0014045936446554464, 2.764900918867804e-07, 4.262417657064786e-11, 1.1316243975419554e-11, -2.4775095905086703e-22, 5.886286515748927e-15, -1.9681783060101107e-23]"
26,3,"[0.0010451507860456883, 4.9968212874013404e-08, 2.9037755836605105e-11, 2.3372676721571923e-12, 1.506808490742775e-23, -4.013644210014869e-17, 1.1987868996245155e-23]","[0.0014168482796292476, 2.961003317978626e-07, 2.192741422420841e-12, 2.1894882654185344e-11, -1.4969709758032194e-22, 1.183420067432843e-14, 2.4617214336569928e-23]"
